Date,Store,Category,Units Sold,Unit Price,Discount %,Revenue
2025-06-03,Bangalore,Home & Kitchen,7.0,1724.56,0.0,12071.95
2024-02-14,Bangalore,Home & Kitchen,2.0,1898.51,10.0,3417.32
2025-08-26,Mumbai,Sports,6.0,2366.87,10.0,12781.12
2024-10-28,Bangalore,Home & Kitchen,8.0,1964.34,15.0,13357.52
2024-08-18,Mumbai,Electronics,8.0,8636.18,0.0,69089.43
2025-08-05,Chennai,Groceries,7.0,382.96,0.0,2680.7
2025-10-11,Chennai,Beauty,8.0,556.33,0.0,4450.66
2024-12-11,Delhi,Electronics,6.0,9687.55,0.0,58125.33
2024-05-15,Delhi,Sports,4.0,1986.89,25.0,5960.68
2024-02-19,Delhi,Electronics,7.0,7982.46,5.0,53083.36
2025-12-04,Mumbai,Groceries,10.0,368.63,10.0,3317.64
2025-10-14,Delhi,Sports,9.0,1585.36,10.0,12841.38
2025-05-26,Pune,Electronics,5.0,7363.71,0.0,36818.54
2025-02-23,Mumbai,Home & Kitchen,3.0,1530.66,5.0,4362.37
2024-12-12,Mumbai,Electronics,7.0,7980.17,20.0,44688.96
2024-03-02,Delhi,Home & Kitchen,6.0,1742.88,0.0,10457.25
2024-02-05,Pune,Sports,9.0,1755.97,10.0,14223.35
2024-07-26,Pune,Home & Kitchen,3.0,2494.59,15.0,6361.2
2024-05-27,Mumbai,Electronics,8.0,10323.56,0.0,82588.49
2024-09-07,Pune,Groceries,6.0,330.13,10.0,1782.69
2025-04-03,Bangalore,Electronics,5.0,11669.34,15.0,49594.69
2024-01-01,Delhi,Clothing,12.0,998.25,0.0,11978.94
2025-07-19,Bangalore,Clothing,8.0,1313.13,5.0,9979.76
2025-07-19,Chennai,Electronics,5.0,8176.86,15.0,34751.65
2024-09-24,Bangalore,Home & Kitchen,10.0,2332.43,5.0,22158.12
2024-11-22,Bangalore,Clothing,8.0,1195.7,20.0,7652.47
2024-10-29,Mumbai,Clothing,7.0,1165.71,0.0,8159.99
2025-10-31,Pune,Clothing,5.0,1157.09,5.0,5496.17
2024-08-24,Pune,Groceries,7.0,227.37,15.0,1352.83
2024-11-04,Mumbai,Home & Kitchen,16.0,2188.26,0.0,35012.14
2024-10-30,Chennai,Electronics,8.0,6694.62,5.0,50879.09
2025-01-06,Mumbai,Clothing,4.0,938.29,0.0,3753.16
2025-04-17,Delhi,Groceries,7.0,383.34,0.0,2683.4
2024-07-03,Chennai,Electronics,6.0,9602.27,0.0,57613.63
2024-03-30,Bangalore,Electronics,6.0,8606.7,15.0,43894.17
2025-09-24,Mumbai,Clothing,5.0,1012.92,0.0,5064.6
2025-04-22,Bangalore,Beauty,9.0,552.64,5.0,4725.11
2024-12-18,Bangalore,Home & Kitchen,8.0,1319.96,0.0,10559.69
2024-04-16,Chennai,Groceries,8.0,417.1,5.0,3169.97
2025-07-23,Pune,Electronics,6.0,6985.07,10.0,37719.38
2025-09-12,Mumbai,Clothing,5.0,1319.9,10.0,5939.55
2024-04-05,Delhi,Electronics,5.0,9701.19,5.0,46080.65
2024-08-19,Chennai,Sports,6.0,1849.82,0.0,11098.93
2024-06-28,Mumbai,Electronics,8.0,9805.0,0.0,78440.0
2025-10-11,Mumbai,Beauty,9.0,713.43,5.0,6099.86
2025-02-17,Bangalore,Home & Kitchen,3.0,1934.3,20.0,4642.32
2024-03-27,Pune,Groceries,2.0,355.64,10.0,640.16
2025-06-12,Bangalore,Clothing,3.0,1470.72,15.0,3750.33
2024-12-27,Delhi,Sports,6.0,2030.05,0.0,12180.28
2024-05-27,Bangalore,Groceries,5.0,275.46,10.0,1239.56
2024-12-15,Chennai,Beauty,6.0,574.48,0.0,3446.89
2025-12-18,Delhi,Electronics,6.0,7318.14,0.0,43908.84
2024-04-30,Mumbai,Groceries,9.0,354.17,10.0,2868.74
2025-03-31,Bangalore,Groceries,6.0,284.31,15.0,1450.0
2025-02-11,Delhi,Groceries,4.0,265.7,0.0,1062.8
2024-09-05,Delhi,Groceries,5.0,295.05,10.0,1327.72
2024-07-28,Chennai,Groceries,2.0,294.75,5.0,560.02
2025-02-12,Chennai,Electronics,1.0,7100.81,10.0,6390.73
2025-10-04,Chennai,Groceries,4.0,272.39,0.0,1089.54
2025-01-16,Pune,Groceries,2.0,394.31,0.0,788.62
2025-02-03,Delhi,Electronics,5.0,10339.42,10.0,46527.41
2025-12-02,Mumbai,Home & Kitchen,4.0,1616.31,5.0,6141.98
2024-08-12,Delhi,Sports,5.0,2390.43,0.0,11952.13
2024-04-18,Mumbai,Sports,7.0,2279.37,5.0,15157.79
2025-02-11,Bangalore,Home & Kitchen,5.0,1494.22,0.0,7471.1
2024-12-10,Delhi,Clothing,6.0,1423.85,15.0,7261.65
2024-09-05,Chennai,Groceries,3.0,290.59,5.0,828.17
2025-12-13,Pune,Home & Kitchen,8.0,1502.19,,9013.11
2025-01-06,Mumbai,Clothing,5.0,1266.25,0.0,6331.26
2024-07-14,Pune,Groceries,5.0,342.35,0.0,1711.75
2024-01-11,Delhi,Sports,3.0,2101.73,10.0,5674.67
2024-10-13,Pune,Sports,7.0,2836.34,20.0,15883.51
2025-10-03,Bangalore,Electronics,13.0,6373.46,15.0,70426.73
2024-10-19,Pune,Beauty,8.0,810.87,10.0,5838.26
2025-05-21,Bangalore,Groceries,5.0,179.2,0.0,895.98
2024-09-13,Mumbai,Clothing,6.0,1266.43,0.0,7598.6
2024-10-23,Delhi,Electronics,11.0,11446.66,10.0,113321.95
2024-11-19,Delhi,Groceries,6.0,348.06,5.0,1983.93
2024-03-21,Bangalore,Electronics,5.0,5862.91,10.0,26383.11
2025-06-26,Mumbai,Beauty,4.0,526.01,5.0,1998.84
2025-08-25,Bangalore,Electronics,9.0,9412.7,15.0,72007.16
2025-01-26,Mumbai,Beauty,3.0,595.31,0.0,1785.93
2025-12-29,Bangalore,Beauty,10.0,818.72,15.0,6959.12
2024-05-10,Bangalore,Beauty,7.0,798.74,10.0,5032.07
2024-05-11,Bangalore,Home & Kitchen,5.0,1982.84,10.0,8922.78
2025-11-28,Chennai,Groceries,10.0,382.25,5.0,3631.37
2025-11-11,Mumbai,Home & Kitchen,6.0,2153.09,5.0,12272.59
2025-04-18,Chennai,Clothing,6.0,1455.95,5.0,8298.91
2025-10-31,Bangalore,Groceries,11.0,356.56,25.0,2941.59
2025-06-16,Mumbai,Electronics,4.0,9042.16,5.0,34360.21
2025-02-10,Bangalore,Sports,8.0,2543.72,5.0,19332.31
2025-08-25,Delhi,Groceries,4.0,181.16,0.0,724.63
2025-04-15,Bangalore,Electronics,2.0,6052.22,5.0,11499.21
2025-08-03,Bangalore,Electronics,7.0,6944.65,0.0,48612.55
2024-08-14,Bangalore,Home & Kitchen,9.0,1563.58,0.0,14072.21
2025-03-31,Bangalore,Beauty,5.0,550.89,0.0,2754.43
2025-07-05,Mumbai,Groceries,6.0,216.35,20.0,1038.49
2024-01-29,Bangalore,Groceries,6.0,316.02,5.0,1801.34
2024-06-17,Chennai,Groceries,10.0,204.5,0.0,2045.01
2025-12-04,Delhi,Groceries,8.0,253.92,5.0,1929.79
2024-12-13,Mumbai,Clothing,7.0,1696.58,5.0,11282.28
2025-08-08,Delhi,Sports,8.0,1819.65,15.0,12373.6
2024-08-04,Mumbai,Clothing,3.0,1604.54,10.0,4332.25
2025-09-21,Delhi,Clothing,11.0,961.96,10.0,9523.38
2024-04-28,Mumbai,Groceries,7.0,411.12,20.0,2302.29
2024-01-07,Mumbai,Groceries,6.0,406.39,0.0,2438.34
2024-03-24,Delhi,Home & Kitchen,7.0,1770.74,15.0,10535.88
2025-01-21,Mumbai,Electronics,2.0,6755.82,0.0,13511.65
2025-07-20,Mumbai,Electronics,4.0,8145.84,20.0,26066.69
2025-07-17,Delhi,Electronics,7.0,8325.34,5.0,55363.52
2025-12-06,Delhi,Clothing,6.0,1056.12,5.0,6019.9
2024-04-10,Mumbai,Electronics,13.0,7897.53,5.0,97534.47
2025-06-24,Delhi,Sports,6.0,2134.97,10.0,11528.81
2024-04-21,Bangalore,Electronics,11.0,8726.72,5.0,91194.2
2025-05-06,Delhi,Sports,7.0,2292.71,10.0,14444.04
2024-07-19,Bangalore,Clothing,6.0,1313.06,20.0,6302.71
2025-12-17,Delhi,Beauty,8.0,848.23,0.0,6785.84
2024-08-16,Pune,Home & Kitchen,4.0,1794.07,20.0,5741.02
2024-03-11,Pune,Clothing,7.0,994.28,0.0,6959.99
2025-08-08,Bangalore,Electronics,7.0,9455.73,20.0,52952.12
2025-01-09,Delhi,Beauty,2.0,613.89,0.0,1227.79
2025-12-30,Bangalore,Sports,2.0,2038.21,0.0,4076.42
2024-08-20,Bangalore,Groceries,2.0,400.27,15.0,680.47
2024-09-11,Chennai,Groceries,7.0,422.58,0.0,2958.03
2024-07-16,Mumbai,Groceries,6.0,361.05,10.0,1949.64
2025-05-25,Bangalore,Groceries,12.0,461.13,20.0,4426.8
2025-08-03,Mumbai,Beauty,2.0,788.14,0.0,1576.27
2025-12-21,Chennai,Sports,8.0,2363.68,25.0,14182.09
2024-11-06,Bangalore,Clothing,14.0,1234.58,20.0,13827.28
2025-03-21,Mumbai,Groceries,2.0,483.27,5.0,918.22
2024-08-22,Pune,Home & Kitchen,7.0,1603.35,5.0,10662.28
2024-09-16,Mumbai,Groceries,5.0,391.46,5.0,1859.44
2025-03-21,Mumbai,Clothing,12.0,1321.31,0.0,15855.72
2025-10-01,Chennai,Home & Kitchen,5.0,1735.41,15.0,7375.48
2024-01-24,Delhi,Electronics,3.0,8874.1,10.0,23960.08
2025-02-10,Mumbai,Groceries,6.0,396.17,25.0,1782.75
2024-08-12,Mumbai,Sports,5.0,2257.01,5.0,10720.79
2025-03-27,Mumbai,Electronics,6.0,10161.05,5.0,57917.97
2024-05-22,Delhi,Beauty,5.0,514.4,5.0,2443.41
2025-04-15,Mumbai,Electronics,4.0,9325.57,15.0,31706.95
2025-07-02,Delhi,Groceries,5.0,269.44,10.0,1212.49
2024-04-04,Delhi,Clothing,6.0,1126.87,0.0,6761.22
2024-07-26,Pune,Electronics,7.0,9116.5,20.0,51052.39
2024-01-16,Pune,Beauty,6.0,783.98,10.0,4233.5
2024-04-11,Chennai,Home & Kitchen,4.0,1548.69,5.0,5885.03
2024-10-07,Bangalore,Beauty,7.0,583.78,10.0,3677.84
2024-03-12,Mumbai,Electronics,2.0,5655.93,0.0,11311.86
2025-05-08,Delhi,Electronics,4.0,9266.64,0.0,37066.56
2024-04-10,Bangalore,Home & Kitchen,9.0,1646.08,0.0,14814.71
2025-06-11,Delhi,Groceries,11.0,266.65,0.0,2933.1
2025-10-11,Chennai,Groceries,10.0,336.32,0.0,3363.2
2025-07-01,Delhi,Beauty,7.0,673.97,5.0,4481.93
2024-08-17,Mumbai,Home & Kitchen,2.0,1578.5,25.0,2367.75
2025-01-14,Bangalore,Groceries,9.0,324.75,0.0,2922.73
2024-12-24,Mumbai,Home & Kitchen,10.0,2191.77,0.0,21917.71
2025-11-28,Bangalore,Beauty,9.0,453.7,10.0,3674.98
2025-11-19,Bangalore,Beauty,6.0,488.29,5.0,2783.24
2024-09-26,Delhi,Electronics,5.0,6600.66,15.0,28052.82
2024-06-21,Bangalore,Clothing,6.0,1004.23,15.0,5121.58
2025-09-20,Delhi,Clothing,4.0,966.49,20.0,3092.77
2024-10-10,Bangalore,Home & Kitchen,12.0,1383.13,25.0,12448.2
2024-03-21,Bangalore,Home & Kitchen,8.0,1793.22,20.0,11476.63
2025-08-10,Delhi,Groceries,7.0,347.05,10.0,2186.39
2025-12-30,Bangalore,Home & Kitchen,6.0,1463.1,5.0,8339.69
2024-10-10,Pune,Clothing,11.0,1264.19,10.0,12515.44
2024-10-29,Pune,Home & Kitchen,7.0,2177.89,0.0,15245.22
2025-02-21,Pune,Electronics,3.0,8655.09,5.0,24667.02
2024-03-09,Pune,Home & Kitchen,7.0,1744.05,5.0,11597.92
2025-01-17,Delhi,Home & Kitchen,7.0,1703.12,20.0,9537.49
2024-07-10,Mumbai,Beauty,12.0,537.5,5.0,6127.54
2024-05-10,Mumbai,Clothing,5.0,1235.62,10.0,5560.3
2024-03-08,Mumbai,Home & Kitchen,5.0,1291.86,10.0,5813.38
2025-09-07,Pune,Electronics,9.0,7048.52,15.0,53921.16
2025-10-11,Delhi,Electronics,8.0,6504.69,10.0,46833.79
2024-09-05,Delhi,Electronics,3.0,8947.97,15.0,22817.32
2024-10-01,Chennai,Groceries,7.0,340.35,15.0,2025.09
2025-09-12,Mumbai,Clothing,3.0,1255.61,10.0,3390.15
2025-01-24,Bangalore,Home & Kitchen,4.0,2377.97,15.0,8085.09
2025-06-24,Delhi,Groceries,8.0,270.83,10.0,1949.96
2024-12-28,Chennai,Electronics,15.0,9520.3,0.0,142804.46
2024-02-11,Delhi,Electronics,7.0,9266.32,10.0,58377.79
2025-10-11,Pune,Groceries,7.0,314.85,10.0,1983.54
2025-04-14,Chennai,Groceries,6.0,344.18,5.0,1961.8
2025-03-21,Mumbai,Groceries,13.0,368.23,0.0,4786.98
2024-06-05,Bangalore,Sports,5.0,2828.85,20.0,11315.4
2024-07-14,Delhi,Home & Kitchen,4.0,1412.59,10.0,5085.34
2025-06-12,Delhi,Groceries,3.0,418.89,20.0,1005.35
2025-05-03,Pune,Beauty,4.0,571.88,0.0,2287.51
2024-04-20,Pune,Sports,5.0,2493.73,0.0,12468.67
2025-12-13,Pune,Home & Kitchen,12.0,1151.09,0.0,13813.06
2025-06-16,Delhi,Clothing,10.0,1335.28,20.0,10682.28
2025-03-02,Mumbai,Clothing,4.0,1404.96,0.0,5619.83
2025-06-02,Mumbai,Groceries,5.0,352.44,25.0,1321.64
2025-02-04,Bangalore,Home & Kitchen,6.0,1588.59,5.0,9054.97
2024-06-24,Pune,Beauty,8.0,724.08,10.0,5213.36
2024-03-27,Bangalore,Electronics,5.0,6845.72,10.0,30805.74
2025-01-10,Delhi,Home & Kitchen,10.0,1361.28,5.0,12932.17
2025-10-25,Bangalore,Sports,2.0,2664.72,0.0,5329.43
2025-04-14,Delhi,Groceries,5.0,385.22,20.0,1540.88
2025-06-08,Chennai,Electronics,5.0,6293.31,0.0,31466.57
2025-02-25,Chennai,Sports,10.0,2319.94,25.0,17399.54
2024-06-24,Bangalore,Groceries,9.0,404.28,5.0,3456.59
2024-01-02,Delhi,Groceries,5.0,333.56,10.0,1501.02
2024-05-19,Chennai,Groceries,3.0,248.44,10.0,670.78
2024-06-08,Delhi,Beauty,4.0,696.62,5.0,2647.15
2024-05-03,Mumbai,Sports,5.0,2598.78,20.0,10395.12
2024-04-17,Chennai,Electronics,8.0,7049.07,10.0,50753.29
2024-02-28,Delhi,Clothing,8.0,881.29,0.0,7050.3
2024-06-01,Bangalore,Beauty,8.0,755.76,15.0,5139.19
2024-03-12,Delhi,Groceries,6.0,340.69,10.0,1839.71
2024-10-24,Pune,Electronics,5.0,8334.13,5.0,39587.11
2025-11-01,Mumbai,Beauty,7.0,538.18,15.0,3202.15
2025-02-09,Delhi,Groceries,3.0,333.65,0.0,1000.95
2025-11-25,Mumbai,Groceries,10.0,291.96,10.0,2627.6
2025-03-08,Mumbai,Sports,7.0,2150.18,15.0,12793.56
2025-03-02,Mumbai,Electronics,4.0,10086.57,15.0,34294.33
2025-11-12,Mumbai,Sports,4.0,1833.22,20.0,5866.3
2025-05-13,Mumbai,Clothing,5.0,1411.0,5.0,6702.23
2024-04-01,Delhi,Groceries,4.0,416.99,15.0,1417.78
2025-12-01,Pune,Electronics,11.0,9351.27,0.0,102863.93
2024-01-16,Pune,Sports,5.0,2286.93,15.0,9719.45
2025-12-01,Mumbai,Electronics,9.0,9069.98,10.0,73466.8
2024-08-24,Mumbai,Groceries,3.0,308.11,10.0,831.89
2025-06-15,Mumbai,Clothing,5.0,1346.6,15.0,5723.07
2025-10-16,Pune,Groceries,7.0,349.91,25.0,1837.03
2025-01-21,Pune,Sports,6.0,2095.65,0.0,12573.93
2025-06-08,Mumbai,Electronics,8.0,7090.91,10.0,51054.54
2025-04-13,Delhi,Sports,5.0,2400.42,0.0,12002.09
2025-04-06,Pune,Electronics,7.0,10292.32,5.0,68443.93
2025-08-08,Pune,Groceries,4.0,463.97,5.0,1763.09
2025-03-13,Bangalore,Clothing,7.0,946.11,25.0,4967.09
2025-04-22,Delhi,Clothing,10.0,919.73,10.0,8277.53
2024-11-26,Bangalore,Clothing,10.0,1254.04,5.0,11913.41
2025-07-18,Pune,Electronics,7.0,8615.15,0.0,60306.05
2025-06-14,Chennai,Groceries,8.0,417.09,10.0,3003.08
2025-01-24,Mumbai,Sports,7.0,2330.89,0.0,16316.21
2024-12-30,Bangalore,Beauty,10.0,727.94,15.0,6187.5
2024-11-23,Bangalore,Beauty,7.0,726.06,25.0,3811.81
2024-10-11,Bangalore,Beauty,12.0,533.11,0.0,6397.32
2025-08-21,Bangalore,Sports,4.0,1555.53,20.0,4977.71
2024-04-27,Mumbai,Home & Kitchen,13.0,1876.57,0.0,24395.4
2025-02-22,Pune,Home & Kitchen,10.0,1989.49,0.0,19894.88
2024-09-09,Pune,Home & Kitchen,3.0,2297.6,5.0,6548.15
2025-02-27,Chennai,Electronics,6.0,9799.3,0.0,58795.79
2024-09-26,Chennai,Groceries,7.0,257.65,0.0,1803.58
2025-04-22,Mumbai,Beauty,8.0,876.21,5.0,6659.22
2025-09-18,Mumbai,Beauty,9.0,521.23,0.0,4691.06
2025-10-17,Bangalore,Groceries,6.0,429.69,0.0,2578.11
2025-06-23,Delhi,Beauty,8.0,639.18,0.0,5113.4
2025-09-08,Bangalore,Groceries,7.0,349.84,10.0,2204.0
2024-05-16,Mumbai,Sports,6.0,1902.84,0.0,11417.05
2024-11-20,Bangalore,Electronics,11.0,8534.13,0.0,93875.38
2024-02-11,Pune,Electronics,3.0,6683.29,5.0,19047.39
2024-06-02,Bangalore,Clothing,7.0,1552.81,10.0,9782.71
2024-05-13,Delhi,Home & Kitchen,3.0,1945.43,0.0,5836.29
2025-08-30,Bangalore,Electronics,6.0,9918.21,0.0,59509.27
2025-05-25,Delhi,Clothing,8.0,1442.6,10.0,10386.71
2024-09-11,Bangalore,Beauty,10.0,599.6,10.0,5396.41
2025-11-16,Delhi,Electronics,8.0,9229.32,0.0,73834.56
2024-02-01,Mumbai,Home & Kitchen,4.0,1905.15,5.0,7239.57
2025-11-29,Delhi,Groceries,7.0,433.63,5.0,2883.63
2024-03-26,Bangalore,Beauty,6.0,719.51,0.0,4317.05
2024-08-17,Bangalore,Electronics,7.0,5540.0,0.0,38779.98
2025-08-05,Mumbai,Beauty,4.0,871.62,20.0,2789.19
2024-07-17,Delhi,Groceries,3.0,448.73,0.0,1346.19
2025-02-08,Pune,Clothing,5.0,1013.68,10.0,4561.57
2025-07-25,Mumbai,Electronics,9.0,10446.67,0.0,94019.99
2025-08-25,Mumbai,Clothing,6.0,1210.13,15.0,6171.64
2025-05-26,Bangalore,Electronics,5.0,11062.12,0.0,55310.59
2025-01-18,Mumbai,Electronics,6.0,7375.54,10.0,39827.92
2024-01-08,Delhi,Groceries,7.0,445.9,0.0,3121.3
2024-02-04,Mumbai,Electronics,8.0,9564.81,25.0,57388.84
2025-11-13,Bangalore,Groceries,9.0,312.31,15.0,2389.2
2024-09-09,Mumbai,Electronics,8.0,8097.96,5.0,61544.48
2024-02-28,Chennai,Electronics,,4761.29,0.0,33329.03
2025-03-26,Mumbai,Clothing,2.0,1087.57,0.0,2175.15
2024-06-17,Delhi,Electronics,1.0,9088.14,25.0,6816.1
2025-11-23,Mumbai,Clothing,,1012.76,5.0,10583.34
2024-11-30,Bangalore,Clothing,10.0,1073.0,0.0,10730.03
2025-02-02,Bangalore,Electronics,4.0,6592.51,0.0,26370.04
2024-01-11,Mumbai,Electronics,6.0,8853.99,15.0,45155.36
2025-06-12,Mumbai,Beauty,11.0,536.23,5.0,5603.55
2024-02-18,Mumbai,Home & Kitchen,5.0,1656.69,5.0,7869.3
2025-07-26,Delhi,Electronics,5.0,9426.07,0.0,47130.33
2025-07-23,Delhi,Clothing,6.0,806.45,10.0,4354.81
2025-03-20,Chennai,Home & Kitchen,5.0,1705.56,0.0,8527.8
2025-04-12,Chennai,Groceries,9.0,318.44,10.0,2579.37
2024-03-11,Mumbai,Clothing,5.0,1228.66,5.0,5836.15
2024-09-20,Chennai,Sports,1.0,2716.1,10.0,2444.49
2024-04-01,Delhi,Groceries,5.0,404.43,15.0,1718.81
2024-09-06,Bangalore,Clothing,6.0,1299.64,20.0,6238.27
2025-02-10,Delhi,Beauty,6.0,862.61,5.0,4916.85
2024-11-08,Chennai,Groceries,11.0,320.17,25.0,2641.43
2025-12-11,Bangalore,Electronics,7.0,9294.33,0.0,65060.34
2024-10-14,Mumbai,Electronics,9.0,10563.52,10.0,85564.53
2024-06-10,Bangalore,Electronics,3.0,10717.09,0.0,32151.28
2024-02-25,Chennai,Clothing,8.0,1408.75,5.0,10706.48
2024-11-10,Chennai,Clothing,9.0,1061.47,20.0,7642.56
2025-10-20,Mumbai,Electronics,7.0,6304.69,15.0,37512.93
2025-06-03,Delhi,Groceries,5.0,277.92,5.0,1320.13
2024-01-25,Mumbai,Home & Kitchen,5.0,1858.8,20.0,7435.21
2024-09-04,Chennai,Beauty,8.0,606.61,5.0,4610.25
2025-09-22,Mumbai,Home & Kitchen,6.0,2395.4,20.0,11497.93
2024-10-03,Mumbai,Groceries,9.0,338.89,20.0,2439.99
2025-04-11,Delhi,Clothing,6.0,1575.23,5.0,8978.82
2025-07-01,Delhi,Groceries,3.0,379.6,10.0,1024.92
2025-05-01,Delhi,Sports,7.0,2387.15,20.0,13368.04
2025-03-26,Mumbai,Sports,7.0,2242.2,10.0,14125.88
2025-04-18,Pune,Electronics,11.0,4290.79,5.0,44838.8
2024-05-25,Pune,Home & Kitchen,3.0,1384.04,10.0,3736.9
2025-05-26,Delhi,Electronics,3.0,8811.98,5.0,25114.14
2025-01-28,Chennai,Clothing,7.0,1528.71,0.0,10700.96
2024-07-17,Pune,Groceries,4.0,382.12,0.0,1528.49
2025-10-13,Pune,Sports,10.0,2359.67,25.0,17697.54
2024-10-31,Bangalore,Home & Kitchen,7.0,1647.64,10.0,10380.15
2025-03-08,Delhi,Electronics,7.0,10253.88,5.0,68188.29
2025-10-30,Mumbai,Clothing,5.0,1161.84,20.0,4647.37
2025-07-15,Chennai,Groceries,6.0,344.87,25.0,1551.93
2025-11-28,Mumbai,Beauty,6.0,485.27,15.0,2474.85
2025-04-09,Chennai,Beauty,5.0,572.13,25.0,2145.5
2025-06-10,Bangalore,Beauty,4.0,795.39,5.0,3022.5
2024-10-16,Pune,Groceries,6.0,341.73,20.0,1640.31
2025-03-19,Mumbai,Home & Kitchen,7.0,1781.43,5.0,11846.51
2025-09-20,Delhi,Electronics,8.0,6536.39,10.0,47061.98
2025-05-04,Bangalore,Groceries,10.0,263.63,10.0,2372.71
2025-03-17,Pune,Home & Kitchen,4.0,1514.29,20.0,4845.73
2024-01-05,Mumbai,Groceries,5.0,320.95,5.0,1524.49
2025-03-06,Chennai,Groceries,7.0,507.32,0.0,3551.22
2025-01-29,Bangalore,Beauty,5.0,965.12,10.0,4343.06
2024-02-12,Delhi,Clothing,3.0,1312.14,10.0,3542.77
2025-10-16,Mumbai,Clothing,11.0,1155.0,10.0,11434.49
2025-11-23,Bangalore,Electronics,6.0,6814.14,20.0,32707.87
2025-11-07,Bangalore,Groceries,7.0,293.78,25.0,1542.35
2025-06-22,Bangalore,Groceries,5.0,351.21,25.0,1317.04
2025-12-18,Bangalore,Beauty,10.0,775.62,20.0,6204.93
2024-10-31,Mumbai,Beauty,7.0,826.48,20.0,4628.29
2024-08-12,Chennai,Groceries,4.0,409.29,5.0,1555.31
2024-05-31,Mumbai,Home & Kitchen,4.0,1902.81,25.0,5708.44
2024-06-27,Mumbai,Groceries,7.0,336.27,0.0,2353.87
2024-01-18,Mumbai,Electronics,5.0,7504.98,10.0,33772.4
2024-08-21,Delhi,Home & Kitchen,6.0,1420.58,0.0,8523.5
2024-12-05,Chennai,Beauty,9.0,771.44,20.0,5554.35
2025-05-27,Chennai,Beauty,7.0,497.91,0.0,3485.4
2024-10-01,Bangalore,Clothing,11.0,1072.41,10.0,10616.91
2025-06-21,Mumbai,Beauty,6.0,752.6,10.0,4064.05
2024-11-18,Mumbai,Beauty,13.0,558.73,0.0,7263.5
2025-11-10,Bangalore,Beauty,8.0,729.61,5.0,5545.0
2025-05-06,Mumbai,Groceries,4.0,320.79,10.0,1154.83
2025-08-13,Mumbai,Electronics,6.0,8475.77,0.0,50854.61
2025-03-12,Chennai,Sports,6.0,2580.12,0.0,15480.72
2024-12-21,Pune,Clothing,6.0,1076.64,20.0,5167.88
2025-05-14,Pune,Groceries,4.0,360.62,5.0,1370.34
2024-06-10,Bangalore,Home & Kitchen,6.0,1695.67,15.0,8647.93
2024-02-18,Mumbai,Sports,2.0,1849.35,5.0,3513.76
2024-08-26,Chennai,Beauty,9.0,768.17,15.0,5876.53
2024-06-15,Mumbai,Groceries,6.0,384.92,5.0,2194.02
2024-07-23,Bangalore,Beauty,4.0,554.29,15.0,1884.58
2025-08-17,Chennai,Beauty,8.0,789.99,0.0,6319.94
2025-02-09,Bangalore,Electronics,7.0,5941.52,0.0,41590.62
2025-10-22,Mumbai,Groceries,7.0,329.5,5.0,2191.19
2025-10-04,Delhi,Clothing,8.0,1139.6,5.0,8660.94
2025-03-08,Bangalore,Home & Kitchen,9.0,2073.3,0.0,18659.7
2024-12-07,Delhi,Clothing,5.0,1281.91,10.0,5768.61
2024-04-03,Pune,Beauty,7.0,509.13,25.0,2672.95
2025-03-30,Pune,Electronics,6.0,7094.71,10.0,38311.42
2025-02-09,Mumbai,Clothing,6.0,1268.11,15.0,6467.34
2025-10-22,Delhi,Beauty,10.0,676.51,10.0,6088.58
2024-08-07,Bangalore,Beauty,6.0,708.26,10.0,3824.62
2024-12-11,Delhi,Home & Kitchen,7.0,1781.5,20.0,9976.42
2024-05-17,Chennai,Sports,5.0,2563.03,0.0,12815.17
2024-01-29,Pune,Beauty,8.0,688.0,10.0,4953.62
2024-08-03,Delhi,Groceries,9.0,409.2,5.0,3498.68
2024-01-16,Bangalore,Clothing,5.0,1148.04,0.0,5740.21
2024-08-15,Pune,Electronics,5.0,6636.56,5.0,31523.65
2024-09-05,Chennai,Groceries,6.0,283.21,5.0,1614.32
2024-08-09,Delhi,Home & Kitchen,6.0,2524.79,25.0,11361.56
2025-05-13,Bangalore,Sports,6.0,2456.47,5.0,14001.86
2024-10-05,Delhi,Groceries,7.0,299.03,0.0,2093.22
2024-04-18,Chennai,Beauty,8.0,715.84,0.0,5726.75
2024-10-19,Chennai,Home & Kitchen,5.0,1242.75,0.0,6213.75
2024-08-14,Delhi,Electronics,8.0,5493.81,0.0,43950.45
2025-05-11,Mumbai,Beauty,6.0,664.75,15.0,3390.22
2025-03-15,Chennai,Home & Kitchen,4.0,1561.66,10.0,5621.96
2024-03-12,Pune,Sports,7.0,2708.67,5.0,18012.64
2024-10-30,Mumbai,Home & Kitchen,9.0,1341.48,0.0,12073.34
2025-08-12,Bangalore,Clothing,8.0,1348.12,5.0,10245.69
2025-05-21,Bangalore,Electronics,9.0,11107.98,10.0,89974.67
2025-09-17,Pune,Home & Kitchen,4.0,1457.95,5.0,5540.23
2024-10-08,Pune,Electronics,7.0,6935.46,15.0,41266.01
2025-10-07,Bangalore,Beauty,9.0,504.05,15.0,3856.01
2024-10-22,Bangalore,Electronics,10.0,8404.18,0.0,84041.75
2024-09-08,Chennai,Electronics,3.0,9347.2,0.0,28041.6
2024-07-07,Bangalore,Groceries,4.0,351.11,0.0,1404.43
2025-02-08,Chennai,Home & Kitchen,9.0,1896.86,0.0,17071.78
