Date,Store,Category,Units Sold,Unit Price,Discount %,Revenue,Month,MonthName,Quarter,Weekday
2025-03-30,Pune,Clothing,6.0,1284.74,0.0,7708.44,3,Mar,1,Sunday
2024-06-18,Delhi,Clothing,4.0,1188.94,0.0,4755.76,6,Jun,2,Tuesday
2025-07-25,Mumbai,Clothing,6.0,1193.21,25.0,5369.44,7,Jul,3,Friday
2024-10-26,Mumbai,Groceries,7.0,394.51,15.0,2347.33,10,Oct,4,Saturday
2024-05-18,Pune,Beauty,8.0,719.83,15.0,4894.84,5,May,2,Saturday
2025-11-27,Mumbai,Electronics,10.0,9442.64,20.0,75541.12,11,Nov,4,Thursday
2024-02-18,Pune,Sports,7.0,2644.17,0.0,18509.19,2,Feb,1,Sunday
2024-11-01,Delhi,Clothing,5.0,1051.7,0.0,5258.5,11,Nov,4,Friday
2025-06-05,Bangalore,Groceries,6.0,349.26,5.0,1990.78,6,Jun,2,Thursday
2025-09-25,Bangalore,Groceries,5.0,306.63,10.0,1379.84,9,Sep,3,Thursday
2024-06-27,Mumbai,Groceries,2.0,383.4,20.0,613.44,6,Jun,2,Thursday
2025-09-14,Pune,Electronics,7.0,7380.04,15.0,43911.24,9,Sep,3,Sunday
2024-06-21,Delhi,Home & Kitchen,3.0,1968.31,20.0,4723.94,6,Jun,2,Friday
2025-02-15,Delhi,Groceries,8.0,394.58,10.0,2840.98,2,Feb,1,Saturday
2024-08-12,Mumbai,Beauty,7.0,424.17,10.0,2672.27,8,Aug,3,Monday
2025-04-10,Chennai,Home & Kitchen,10.0,1065.59,5.0,10123.1,4,Apr,2,Thursday
2024-12-02,Mumbai,Sports,5.0,1906.37,0.0,9531.85,12,Dec,4,Monday
2025-07-05,Mumbai,Electronics,5.0,6141.29,0.0,30706.45,7,Jul,3,Saturday
2024-12-24,Mumbai,Sports,9.0,2030.86,0.0,18277.74,12,Dec,4,Tuesday
2025-08-16,Pune,Groceries,4.0,454.56,0.0,1818.24,8,Aug,3,Saturday
2024-10-15,Mumbai,Electronics,5.0,8354.09,5.0,39681.93,10,Oct,4,Tuesday
2024-09-14,Bangalore,Groceries,3.0,345.11,0.0,1035.33,9,Sep,3,Saturday
2025-03-08,Mumbai,Home & Kitchen,7.0,1686.17,20.0,9442.55,3,Mar,1,Saturday
2025-10-03,Mumbai,Groceries,9.0,371.94,0.0,3347.46,10,Oct,4,Friday
2024-07-13,Delhi,Clothing,9.0,1334.21,5.0,11407.5,7,Jul,3,Saturday
2024-07-13,Delhi,Groceries,9.0,362.14,10.0,2933.33,7,Jul,3,Saturday
2025-10-28,Pune,Home & Kitchen,7.0,2082.52,0.0,14577.64,10,Oct,4,Tuesday
2024-12-12,Chennai,Groceries,8.0,395.48,0.0,3163.84,12,Dec,4,Thursday
2024-11-19,Delhi,Clothing,15.0,1483.06,15.0,18909.02,11,Nov,4,Tuesday
2025-01-10,Chennai,Beauty,2.0,850.47,25.0,1275.7,1,Jan,1,Friday
2025-09-28,Delhi,Groceries,11.0,408.65,0.0,4495.15,9,Sep,3,Sunday
2024-12-18,Bangalore,Home & Kitchen,12.0,2034.98,5.0,23198.77,12,Dec,4,Wednesday
2024-05-26,Pune,Groceries,9.0,294.01,0.0,2646.09,5,May,2,Sunday
2024-10-22,Delhi,Home & Kitchen,4.0,1259.47,0.0,5037.88,10,Oct,4,Tuesday
2025-05-15,Pune,Clothing,7.0,1285.83,5.0,8550.77,5,May,2,Thursday
2024-10-23,Bangalore,Groceries,13.0,214.07,0.0,2782.91,10,Oct,4,Wednesday
2024-07-16,Delhi,Groceries,10.0,200.14,0.0,2001.4,7,Jul,3,Tuesday
2025-08-25,Mumbai,Electronics,6.0,10390.63,10.0,56109.4,8,Aug,3,Monday
2024-01-26,Mumbai,Clothing,4.0,1254.86,20.0,4015.55,1,Jan,1,Friday
2025-11-21,Bangalore,Home & Kitchen,7.0,1751.09,15.0,10418.99,11,Nov,4,Friday
2025-06-03,Bangalore,Clothing,3.0,1493.75,0.0,4481.25,6,Jun,2,Tuesday
2025-12-08,Delhi,Home & Kitchen,10.0,1609.07,5.0,15286.16,12,Dec,4,Monday
2025-12-08,Mumbai,Groceries,6.0,290.77,5.0,1657.39,12,Dec,4,Monday
2024-06-15,Mumbai,Electronics,13.0,9426.27,20.0,98033.21,6,Jun,2,Saturday
2024-02-03,Pune,Home & Kitchen,2.0,1444.39,5.0,2744.34,2,Feb,1,Saturday
2025-11-28,Bangalore,Electronics,7.0,8108.55,5.0,53921.86,11,Nov,4,Friday
2024-11-21,Chennai,Electronics,14.0,9718.01,0.0,136052.14,11,Nov,4,Thursday
2024-05-02,Mumbai,Home & Kitchen,4.0,1540.38,10.0,5545.37,5,May,2,Thursday
2024-07-16,Chennai,Home & Kitchen,2.0,2047.62,5.0,3890.48,7,Jul,3,Tuesday
2024-06-09,Mumbai,Clothing,4.0,1243.53,5.0,4725.41,6,Jun,2,Sunday
2024-08-20,Mumbai,Electronics,6.0,8899.81,5.0,50728.92,8,Aug,3,Tuesday
2025-05-14,Delhi,Groceries,3.0,318.84,5.0,908.69,5,May,2,Wednesday
2024-07-31,Mumbai,Beauty,5.0,478.55,20.0,1914.2,7,Jul,3,Wednesday
2025-03-05,Mumbai,Sports,6.0,1846.55,25.0,8309.47,3,Mar,1,Wednesday
2024-09-01,Chennai,Groceries,5.0,232.9,5.0,1106.27,9,Sep,3,Sunday
2025-05-25,Bangalore,Sports,8.0,2417.18,15.0,16436.82,5,May,2,Sunday
2025-11-05,Delhi,Sports,5.0,2201.76,20.0,8807.04,11,Nov,4,Wednesday
2024-05-15,Bangalore,Groceries,10.0,242.58,5.0,2304.51,5,May,2,Wednesday
2025-03-09,Pune,Groceries,6.0,335.19,5.0,1910.58,3,Mar,1,Sunday
2025-08-13,Bangalore,Sports,5.0,2598.89,10.0,11695.0,8,Aug,3,Wednesday
2024-11-03,Chennai,Groceries,13.0,404.77,10.0,4735.81,11,Nov,4,Sunday
2024-03-06,Delhi,Groceries,7.0,341.78,25.0,1794.34,3,Mar,1,Wednesday
2024-03-16,Mumbai,Beauty,12.0,658.74,10.0,7114.39,3,Mar,1,Saturday
2024-01-06,Pune,Sports,5.0,2208.78,5.0,10491.71,1,Jan,1,Saturday
2025-05-06,Bangalore,Electronics,6.0,6577.39,15.0,33544.69,5,May,2,Tuesday
2024-11-25,Mumbai,Beauty,10.0,552.43,20.0,4419.44,11,Nov,4,Monday
2025-05-16,Pune,Beauty,2.0,719.32,0.0,1438.64,5,May,2,Friday
2024-09-18,Pune,Electronics,7.0,8037.82,5.0,53451.5,9,Sep,3,Wednesday
2025-04-17,Delhi,Sports,6.0,1386.05,10.0,7484.67,4,Apr,2,Thursday
2024-03-22,Bangalore,Groceries,9.0,416.15,5.0,3558.08,3,Mar,1,Friday
2024-09-19,Chennai,Groceries,8.0,248.58,5.0,1889.21,9,Sep,3,Thursday
2024-11-01,Chennai,Groceries,6.0,328.89,5.0,1874.67,11,Nov,4,Friday
2024-06-30,Pune,Sports,8.0,2701.76,10.0,19452.67,6,Jun,2,Sunday
2024-10-24,Pune,Groceries,13.0,284.09,5.0,3508.51,10,Oct,4,Thursday
2025-09-23,Pune,Home & Kitchen,3.0,1434.06,10.0,3871.96,9,Sep,3,Tuesday
2024-06-13,Delhi,Groceries,6.0,418.02,0.0,2508.12,6,Jun,2,Thursday
2025-08-04,Chennai,Electronics,10.0,6586.14,5.0,62568.33,8,Aug,3,Monday
2024-03-03,Pune,Groceries,6.0,425.72,0.0,2554.32,3,Mar,1,Sunday
2025-12-17,Bangalore,Electronics,13.0,9926.84,10.0,116144.03,12,Dec,4,Wednesday
2024-06-16,Delhi,Beauty,5.0,721.48,5.0,3427.03,6,Jun,2,Sunday
2024-09-25,Pune,Electronics,5.0,5873.81,0.0,29369.05,9,Sep,3,Wednesday
2025-06-15,Delhi,Sports,8.0,2417.28,15.0,16437.5,6,Jun,2,Sunday
2024-05-24,Mumbai,Clothing,7.0,811.67,10.0,5113.52,5,May,2,Friday
2024-10-01,Bangalore,Groceries,8.0,376.32,25.0,2257.92,10,Oct,4,Tuesday
2025-10-07,Pune,Sports,7.0,2017.43,5.0,13415.91,10,Oct,4,Tuesday
2024-06-01,Mumbai,Home & Kitchen,7.0,2391.65,0.0,16741.55,6,Jun,2,Saturday
2025-08-25,Mumbai,Clothing,9.0,1260.07,0.0,11340.63,8,Aug,3,Monday
2024-08-02,Mumbai,Clothing,9.0,1504.98,5.0,12867.58,8,Aug,3,Friday
2024-08-10,Pune,Clothing,5.0,1538.38,10.0,6922.71,8,Aug,3,Saturday
2025-07-03,Delhi,Groceries,9.0,392.3,0.0,3530.7,7,Jul,3,Thursday
2025-05-31,Mumbai,Groceries,6.0,411.87,0.0,2471.22,5,May,2,Saturday
2024-08-13,Pune,Beauty,6.0,704.25,10.0,3802.95,8,Aug,3,Tuesday
2025-05-17,Bangalore,Home & Kitchen,2.0,1529.97,15.0,2600.95,5,May,2,Saturday
2025-08-31,Mumbai,Groceries,3.0,463.84,15.0,1182.79,8,Aug,3,Sunday
2025-09-05,Chennai,Electronics,7.0,7923.93,0.0,55467.51,9,Sep,3,Friday
2025-11-05,Bangalore,Clothing,13.0,1476.9,0.0,19199.7,11,Nov,4,Wednesday
2024-11-24,Pune,Groceries,9.0,311.02,5.0,2659.22,11,Nov,4,Sunday
2025-12-07,Delhi,Electronics,8.0,7993.27,10.0,57551.54,12,Dec,4,Sunday
2024-06-27,Pune,Clothing,9.0,711.2,0.0,6400.8,6,Jun,2,Thursday
2024-09-09,Pune,Groceries,11.0,323.66,0.0,3560.26,9,Sep,3,Monday
2025-07-18,Chennai,Groceries,7.0,383.55,5.0,2550.61,7,Jul,3,Friday
2025-05-19,Delhi,Clothing,7.0,1305.23,0.0,9136.61,5,May,2,Monday
2024-08-07,Bangalore,Groceries,6.0,485.02,10.0,2619.11,8,Aug,3,Wednesday
2024-06-28,Mumbai,Groceries,5.0,246.87,5.0,1172.63,6,Jun,2,Friday
2025-01-22,Mumbai,Clothing,6.0,899.33,10.0,4856.38,1,Jan,1,Wednesday
2025-03-07,Bangalore,Home & Kitchen,8.0,1711.82,20.0,10955.65,3,Mar,1,Friday
2025-12-17,Pune,Electronics,8.0,8572.28,5.0,65149.33,12,Dec,4,Wednesday
2024-05-09,Mumbai,Home & Kitchen,11.0,1969.15,0.0,21660.65,5,May,2,Thursday
2024-02-16,Delhi,Clothing,7.0,1217.77,20.0,6819.51,2,Feb,1,Friday
2024-03-12,Mumbai,Beauty,8.0,778.59,15.0,5294.41,3,Mar,1,Tuesday
2025-04-14,Bangalore,Electronics,7.0,9819.92,0.0,68739.44,4,Apr,2,Monday
2025-04-12,Pune,Clothing,5.0,1601.16,20.0,6404.64,4,Apr,2,Saturday
2025-08-06,Mumbai,Groceries,6.0,393.78,15.0,2008.28,8,Aug,3,Wednesday
2025-03-10,Pune,Clothing,10.0,1314.77,0.0,13147.7,3,Mar,1,Monday
2025-11-11,Delhi,Home & Kitchen,10.0,1631.36,25.0,12235.2,11,Nov,4,Tuesday
2025-03-22,Mumbai,Groceries,4.0,342.82,0.0,1371.28,3,Mar,1,Saturday
2025-11-04,Chennai,Groceries,8.0,369.49,15.0,2512.53,11,Nov,4,Tuesday
2024-07-16,Pune,Clothing,8.0,1077.94,15.0,7329.99,7,Jul,3,Tuesday
2025-07-05,Chennai,Electronics,9.0,9359.87,0.0,84238.83,7,Jul,3,Saturday
2024-09-25,Bangalore,Sports,5.0,2755.24,10.0,12398.58,9,Sep,3,Wednesday
2024-02-15,Mumbai,Groceries,7.0,340.32,0.0,2382.24,2,Feb,1,Thursday
2024-06-12,Mumbai,Home & Kitchen,4.0,1799.77,5.0,6839.13,6,Jun,2,Wednesday
2024-05-10,Delhi,Electronics,5.0,7391.09,0.0,36955.45,5,May,2,Friday
2024-08-11,Delhi,Groceries,9.0,332.06,0.0,2988.54,8,Aug,3,Sunday
2024-02-12,Delhi,Clothing,2.0,1446.9,0.0,2893.8,2,Feb,1,Monday
2024-08-01,Delhi,Electronics,11.0,9439.82,10.0,93454.22,8,Aug,3,Thursday
2024-03-30,Mumbai,Beauty,11.0,781.92,0.0,8601.12,3,Mar,1,Saturday
2025-03-21,Chennai,Home & Kitchen,7.0,1085.12,20.0,6076.67,3,Mar,1,Friday
2024-01-25,Delhi,Sports,10.0,1934.29,10.0,17408.61,1,Jan,1,Thursday
2025-04-14,Mumbai,Groceries,5.0,429.35,15.0,1824.74,4,Apr,2,Monday
2024-04-21,Bangalore,Clothing,10.0,1287.14,15.0,10940.69,4,Apr,2,Sunday
2025-01-23,Mumbai,Clothing,4.0,1644.1,5.0,6247.58,1,Jan,1,Thursday
2025-06-01,Delhi,Groceries,6.0,248.48,15.0,1267.25,6,Jun,2,Sunday
2024-10-23,Mumbai,Beauty,6.0,728.28,10.0,3932.71,10,Oct,4,Wednesday
2024-02-18,Bangalore,Home & Kitchen,13.0,1170.13,5.0,14451.11,2,Feb,1,Sunday
2025-04-14,Chennai,Electronics,11.0,8430.37,10.0,83460.66,4,Apr,2,Monday
2024-06-21,Mumbai,Sports,11.0,1553.11,25.0,12813.16,6,Jun,2,Friday
2025-10-16,Bangalore,Electronics,7.0,9715.34,0.0,68007.38,10,Oct,4,Thursday
2025-09-17,Pune,Sports,9.0,2053.16,0.0,18478.44,9,Sep,3,Wednesday
2024-10-13,Chennai,Clothing,10.0,1057.31,20.0,8458.48,10,Oct,4,Sunday
2025-03-19,Mumbai,Beauty,4.0,681.32,15.0,2316.49,3,Mar,1,Wednesday
2025-10-25,Delhi,Home & Kitchen,12.0,2399.25,0.0,28791.0,10,Oct,4,Saturday
2025-07-16,Bangalore,Home & Kitchen,10.0,1840.74,25.0,13805.55,7,Jul,3,Wednesday
2024-04-28,Pune,Groceries,12.0,331.47,0.0,3977.64,4,Apr,2,Sunday
2025-11-09,Bangalore,Groceries,5.0,456.48,20.0,1825.92,11,Nov,4,Sunday
2024-11-29,Pune,Groceries,5.0,383.71,5.0,1822.62,11,Nov,4,Friday
2025-08-01,Mumbai,Groceries,8.0,460.59,15.0,3132.01,8,Aug,3,Friday
2024-09-02,Mumbai,Clothing,7.0,1338.35,5.0,8900.03,9,Sep,3,Monday
2024-11-30,Mumbai,Clothing,7.0,1177.0,0.0,8239.0,11,Nov,4,Saturday
2024-05-11,Bangalore,Beauty,4.0,628.56,0.0,2514.24,5,May,2,Saturday
2024-10-16,Mumbai,Groceries,4.0,276.16,0.0,1104.64,10,Oct,4,Wednesday
2025-05-27,Chennai,Groceries,7.0,287.63,5.0,1912.74,5,May,2,Tuesday
2024-10-08,Chennai,Groceries,11.0,353.37,25.0,2915.3,10,Oct,4,Tuesday
2024-02-25,Delhi,Clothing,6.0,1044.72,15.0,5328.07,2,Feb,1,Sunday
2024-10-04,Pune,Electronics,13.0,8199.53,0.0,106593.89,10,Oct,4,Friday
2024-02-26,Delhi,Home & Kitchen,4.0,2139.68,10.0,7702.85,2,Feb,1,Monday
2025-10-30,Mumbai,Sports,7.0,1919.48,5.0,12764.54,10,Oct,4,Thursday
2024-12-20,Mumbai,Sports,7.0,2391.04,0.0,16737.28,12,Dec,4,Friday
2025-12-14,Mumbai,Groceries,7.0,380.5,10.0,2397.15,12,Dec,4,Sunday
2025-07-11,Pune,Electronics,8.0,6732.08,10.0,48470.98,7,Jul,3,Friday
2024-09-14,Mumbai,Home & Kitchen,6.0,1082.46,0.0,6494.76,9,Sep,3,Saturday
2024-02-26,Pune,Electronics,5.0,8305.35,0.0,41526.75,2,Feb,1,Monday
2024-02-11,Bangalore,Electronics,9.0,9296.75,10.0,75303.68,2,Feb,1,Sunday
2024-07-13,Delhi,Clothing,3.0,916.34,10.0,2474.12,7,Jul,3,Saturday
2025-04-14,Bangalore,Beauty,11.0,524.02,0.0,5764.22,4,Apr,2,Monday
2024-08-27,Bangalore,Groceries,6.0,466.59,10.0,2519.59,8,Aug,3,Tuesday
2025-01-30,Pune,Home & Kitchen,3.0,1123.47,5.0,3201.89,1,Jan,1,Thursday
2025-02-28,Bangalore,Clothing,8.0,1212.42,0.0,9699.36,2,Feb,1,Friday
2024-07-14,Pune,Electronics,2.0,7150.39,0.0,14300.78,7,Jul,3,Sunday
2024-03-24,Bangalore,Clothing,12.0,1467.62,10.0,15850.3,3,Mar,1,Sunday
2024-03-06,Mumbai,Electronics,6.0,7185.19,10.0,38800.03,3,Mar,1,Wednesday
2025-04-21,Chennai,Clothing,6.0,1139.92,25.0,5129.64,4,Apr,2,Monday
2025-05-27,Bangalore,Electronics,5.0,7135.32,0.0,35676.6,5,May,2,Tuesday
2024-08-24,Mumbai,Electronics,9.0,6325.13,15.0,48387.24,8,Aug,3,Saturday
2025-08-19,Bangalore,Home & Kitchen,10.0,1316.47,5.0,12506.46,8,Aug,3,Tuesday
2025-07-16,Mumbai,Electronics,9.0,7108.15,20.0,51178.68,7,Jul,3,Wednesday
2024-06-07,Chennai,Home & Kitchen,10.0,2257.9,5.0,21450.05,6,Jun,2,Friday
2024-06-28,Pune,Groceries,6.0,378.83,5.0,2159.33,6,Jun,2,Friday
2025-07-06,Bangalore,Electronics,7.0,7944.62,0.0,55612.34,7,Jul,3,Sunday
2025-06-09,Bangalore,Groceries,5.0,342.25,5.0,1625.69,6,Jun,2,Monday
2025-04-25,Mumbai,Beauty,4.0,557.64,10.0,2007.5,4,Apr,2,Friday
2024-10-26,Chennai,Clothing,8.0,1117.97,0.0,8943.76,10,Oct,4,Saturday
2024-04-17,Delhi,Electronics,8.0,10599.5,0.0,84796.0,4,Apr,2,Wednesday
2024-07-02,Bangalore,Electronics,5.0,6610.51,25.0,24789.41,7,Jul,3,Tuesday
2025-04-25,Delhi,Home & Kitchen,8.0,1883.94,10.0,13564.37,4,Apr,2,Friday
2024-05-23,Delhi,Electronics,8.0,13639.22,20.0,87291.01,5,May,2,Thursday
2024-01-09,Pune,Clothing,5.0,1239.46,5.0,5887.44,1,Jan,1,Tuesday
2024-06-21,Delhi,Sports,4.0,2280.07,20.0,7296.22,6,Jun,2,Friday
2024-03-22,Pune,Sports,5.0,2273.41,0.0,11367.05,3,Mar,1,Friday
2025-10-07,Mumbai,Groceries,6.0,257.35,5.0,1466.9,10,Oct,4,Tuesday
2024-09-04,Mumbai,Groceries,3.0,299.27,5.0,852.92,9,Sep,3,Wednesday
2024-03-04,Mumbai,Groceries,6.0,369.06,10.0,1992.92,3,Mar,1,Monday
2024-07-03,Delhi,Groceries,9.0,233.47,0.0,2101.23,7,Jul,3,Wednesday
2024-09-16,Delhi,Clothing,7.0,998.31,5.0,6638.76,9,Sep,3,Monday
2025-08-06,Pune,Groceries,4.0,328.56,10.0,1182.82,8,Aug,3,Wednesday
2024-06-25,Chennai,Groceries,1.0,443.74,0.0,443.74,6,Jun,2,Tuesday
2025-11-17,Mumbai,Groceries,7.0,313.82,10.0,1977.07,11,Nov,4,Monday
2025-03-03,Delhi,Beauty,15.0,703.7,15.0,8972.17,3,Mar,1,Monday
2024-12-08,Mumbai,Home & Kitchen,15.0,1660.14,0.0,24902.1,12,Dec,4,Sunday
2025-12-30,Mumbai,Electronics,7.0,7530.58,5.0,50078.36,12,Dec,4,Tuesday
2024-05-18,Pune,Home & Kitchen,4.0,1168.63,10.0,4207.07,5,May,2,Saturday
2025-12-07,Chennai,Groceries,12.0,261.05,10.0,2819.34,12,Dec,4,Sunday
2024-12-20,Bangalore,Groceries,9.0,323.49,10.0,2620.27,12,Dec,4,Friday
2025-12-08,Bangalore,Groceries,11.0,460.7,15.0,4307.54,12,Dec,4,Monday
2024-08-11,Delhi,Groceries,4.0,268.25,0.0,1073.0,8,Aug,3,Sunday
2025-05-02,Bangalore,Clothing,7.0,1171.38,5.0,7789.68,5,May,2,Friday
2025-11-07,Mumbai,Electronics,13.0,8729.61,10.0,102136.44,11,Nov,4,Friday
2024-08-18,Mumbai,Groceries,13.0,281.94,20.0,2932.18,8,Aug,3,Sunday
2024-03-19,Delhi,Sports,7.0,1650.29,20.0,9241.62,3,Mar,1,Tuesday
2025-02-06,Delhi,Clothing,4.0,1322.34,20.0,4231.49,2,Feb,1,Thursday
2025-06-20,Mumbai,Clothing,11.0,1349.29,5.0,14100.08,6,Jun,2,Friday
2025-11-03,Bangalore,Groceries,10.0,256.87,25.0,1926.52,11,Nov,4,Monday
2024-06-24,Bangalore,Home & Kitchen,4.0,1882.06,5.0,7151.83,6,Jun,2,Monday
2025-08-03,Bangalore,Clothing,8.0,1377.8,0.0,11022.4,8,Aug,3,Sunday
2024-07-22,Bangalore,Clothing,5.0,1379.45,0.0,6897.25,7,Jul,3,Monday
2025-02-13,Pune,Clothing,6.0,1178.56,25.0,5303.52,2,Feb,1,Thursday
2025-01-29,Mumbai,Groceries,7.0,393.51,15.0,2341.38,1,Jan,1,Wednesday
2024-07-04,Bangalore,Groceries,9.0,256.78,20.0,1848.82,7,Jul,3,Thursday
2024-03-28,Chennai,Home & Kitchen,6.0,2335.5,0.0,14013.0,3,Mar,1,Thursday
2024-08-06,Bangalore,Beauty,4.0,770.5,10.0,2773.8,8,Aug,3,Tuesday
2024-10-23,Mumbai,Clothing,11.0,1184.05,5.0,12373.32,10,Oct,4,Wednesday
2025-06-17,Delhi,Home & Kitchen,3.0,1553.99,0.0,4661.97,6,Jun,2,Tuesday
2024-01-04,Bangalore,Beauty,4.0,560.55,0.0,2242.2,1,Jan,1,Thursday
2025-09-19,Bangalore,Electronics,3.0,7667.52,10.0,20702.3,9,Sep,3,Friday
2025-12-03,Pune,Groceries,5.0,330.5,10.0,1487.25,12,Dec,4,Wednesday
2025-06-06,Bangalore,Beauty,8.0,601.61,15.0,4090.95,6,Jun,2,Friday
2025-12-06,Delhi,Clothing,10.0,1294.51,0.0,12945.1,12,Dec,4,Saturday
2024-08-26,Pune,Electronics,1.0,8083.05,5.0,7678.9,8,Aug,3,Monday
2025-02-17,Bangalore,Home & Kitchen,7.0,2037.03,0.0,14259.21,2,Feb,1,Monday
2025-06-15,Delhi,Groceries,7.0,343.46,10.0,2163.8,6,Jun,2,Sunday
2024-07-23,Mumbai,Sports,5.0,2800.12,10.0,12600.54,7,Jul,3,Tuesday
2025-09-20,Mumbai,Electronics,5.0,9932.99,0.0,49664.95,9,Sep,3,Saturday
2024-04-09,Mumbai,Clothing,2.0,1732.6,0.0,3465.2,4,Apr,2,Tuesday
2024-11-23,Pune,Sports,9.0,2005.72,10.0,16246.33,11,Nov,4,Saturday
2025-01-25,Pune,Clothing,5.0,1500.39,0.0,7501.95,1,Jan,1,Saturday
2024-11-12,Mumbai,Beauty,3.0,668.18,15.0,1703.86,11,Nov,4,Tuesday
2024-02-10,Mumbai,Electronics,5.0,8316.2,0.0,41581.0,2,Feb,1,Saturday
2024-07-15,Bangalore,Electronics,6.0,9890.75,0.0,59344.5,7,Jul,3,Monday
2025-09-30,Bangalore,Electronics,6.0,8151.32,10.0,44017.13,9,Sep,3,Tuesday
2024-06-12,Mumbai,Clothing,13.0,1076.1,0.0,13989.3,6,Jun,2,Wednesday
2025-09-12,Delhi,Groceries,4.0,450.96,5.0,1713.65,9,Sep,3,Friday
2025-03-18,Pune,Electronics,6.0,10393.54,5.0,59243.18,3,Mar,1,Tuesday
2024-05-06,Pune,Electronics,8.0,10191.91,20.0,65228.22,5,May,2,Monday
2025-04-11,Bangalore,Groceries,4.0,363.2,5.0,1380.16,4,Apr,2,Friday
2024-04-01,Delhi,Beauty,5.0,567.6,5.0,2696.1,4,Apr,2,Monday
2024-05-09,Delhi,Sports,7.0,1600.05,0.0,11200.35,5,May,2,Thursday
2024-07-23,Mumbai,Groceries,8.0,416.22,10.0,2996.78,7,Jul,3,Tuesday
2025-03-07,Chennai,Electronics,7.0,8955.52,0.0,62688.64,3,Mar,1,Friday
2025-07-24,Pune,Electronics,4.0,8604.45,0.0,34417.8,7,Jul,3,Thursday
2025-03-16,Mumbai,Sports,6.0,1544.54,20.0,7413.79,3,Mar,1,Sunday
2024-10-19,Pune,Beauty,9.0,639.7,10.0,5181.57,10,Oct,4,Saturday
2024-08-11,Mumbai,Clothing,6.0,1089.06,5.0,6207.64,8,Aug,3,Sunday
2025-09-26,Bangalore,Clothing,5.0,1486.7,15.0,6318.48,9,Sep,3,Friday
2024-03-16,Pune,Electronics,10.0,7091.94,0.0,70919.4,3,Mar,1,Saturday
2025-05-02,Mumbai,Electronics,3.0,10003.87,0.0,30011.61,5,May,2,Friday
2025-07-22,Bangalore,Clothing,6.0,618.53,5.0,3525.62,7,Jul,3,Tuesday
2025-08-06,Mumbai,Clothing,8.0,1278.03,15.0,8690.6,8,Aug,3,Wednesday
2025-12-22,Delhi,Groceries,9.0,381.13,15.0,2915.64,12,Dec,4,Monday
2025-08-19,Pune,Home & Kitchen,3.0,1589.16,5.0,4529.11,8,Aug,3,Tuesday
2025-03-07,Mumbai,Groceries,5.0,438.86,20.0,1755.44,3,Mar,1,Friday
2024-11-28,Delhi,Clothing,7.0,938.93,0.0,6572.51,11,Nov,4,Thursday
2025-07-24,Bangalore,Groceries,6.0,402.26,10.0,2172.2,7,Jul,3,Thursday
2025-04-23,Delhi,Electronics,6.0,6281.15,0.0,37686.9,4,Apr,2,Wednesday
2025-04-09,Chennai,Electronics,7.0,11500.62,0.0,80504.34,4,Apr,2,Wednesday
2024-05-26,Bangalore,Home & Kitchen,6.0,2378.24,5.0,13555.97,5,May,2,Sunday
2025-07-23,Chennai,Home & Kitchen,5.0,2520.54,5.0,11972.56,7,Jul,3,Wednesday
2025-08-30,Mumbai,Electronics,15.0,10565.99,20.0,126791.88,8,Aug,3,Saturday
2025-01-29,Delhi,Clothing,5.0,1031.12,0.0,5155.6,1,Jan,1,Wednesday
2025-11-29,Mumbai,Groceries,10.0,365.36,5.0,3470.92,11,Nov,4,Saturday
2025-04-30,Delhi,Groceries,11.0,392.75,10.0,3888.22,4,Apr,2,Wednesday
2024-11-01,Delhi,Home & Kitchen,6.0,2228.27,0.0,13369.62,11,Nov,4,Friday
2024-02-11,Mumbai,Clothing,5.0,1215.29,10.0,5468.8,2,Feb,1,Sunday
2024-07-18,Mumbai,Electronics,6.0,8936.07,15.0,45573.96,7,Jul,3,Thursday
2025-02-05,Delhi,Electronics,8.0,11994.41,20.0,76764.22,2,Feb,1,Wednesday
2025-12-28,Bangalore,Sports,12.0,1374.37,0.0,16492.44,12,Dec,4,Sunday
2025-09-27,Delhi,Home & Kitchen,4.0,1471.51,15.0,5003.13,9,Sep,3,Saturday
2024-09-29,Bangalore,Groceries,7.0,380.0,10.0,2394.0,9,Sep,3,Sunday
2024-07-24,Bangalore,Electronics,5.0,9792.34,0.0,48961.7,7,Jul,3,Wednesday
2025-08-01,Bangalore,Electronics,4.0,11457.43,5.0,43538.23,8,Aug,3,Friday
2024-03-16,Mumbai,Clothing,3.0,1782.23,0.0,5346.69,3,Mar,1,Saturday
2024-08-13,Pune,Clothing,3.0,1385.79,10.0,3741.63,8,Aug,3,Tuesday
2025-11-16,Pune,Groceries,10.0,456.97,5.0,4341.22,11,Nov,4,Sunday
2025-01-14,Bangalore,Electronics,5.0,9011.99,0.0,45059.95,1,Jan,1,Tuesday
2025-04-04,Bangalore,Sports,4.0,3022.24,5.0,11484.51,4,Apr,2,Friday
2025-11-14,Mumbai,Groceries,9.0,345.79,5.0,2956.5,11,Nov,4,Friday
2025-12-24,Chennai,Groceries,3.0,331.5,0.0,994.5,12,Dec,4,Wednesday
2024-12-13,Mumbai,Electronics,9.0,8310.37,0.0,74793.33,12,Dec,4,Friday
2025-04-20,Mumbai,Home & Kitchen,3.0,1552.4,10.0,4191.48,4,Apr,2,Sunday
2025-05-10,Chennai,Home & Kitchen,6.0,2261.0,20.0,10852.8,5,May,2,Saturday
